"id","t","jp","pid","s","kid","kt","i","st","mi","nc","ju","mj","ut"
"1839","NORFAIZAH CHUA","-","91","P","18747","dun","null","KLH","2018-04-28T14:40:23.963Z","3","3921","4121","408"
"401","AH CHONG @ CHONG SIN WOON","TIADA","1","L","12800","parlimen","null","KLH","2018-04-28T12:48:05.873Z","1","24809","30694","1052"
"859","AHMAD KAMAH BIN NOR","","37","L","15738","dun","null","KLH","2018-04-28T14:36:26.620Z","1","5196","7134","255"
"2144","GEORGE REJOS","TIADA","86","L","18135","dun","null","HD","2018-04-28T14:39:35.907Z","5","45","293","222"
"2069","T. ZULKIFLY BIN T. AHMAD","AHLI PERNIAGAAN","1","L","08315","dun","null","KLH","2018-04-28T13:39:59.073Z","3","6859","1339","316"
"241","ROZI MUHAMAD","-","2","L","02211","dun","null","MNG","2018-04-28T12:38:19.843Z","3","8951","2251","487"
"2163","ABDUL BAHKRIN BIN MOHD YUSOF","PESARA","91","L","16908","dun","null","KLH","2018-04-28T15:16:38.777Z","2","7513","1225","356"
"1620","KAMACHE","TIADA","37","P","08935","dun","null","MNG","2018-04-28T12:27:07.580Z","2","4374","495","166"
"1789","LAND LIP FONG ","AHLI PERNIAGAAN","83","L","17215","dun","null","HD","2018-04-28T14:39:45.763Z","3","244","2954","378"
"1257","DATO' SERI HJ AHMAD BIN SAID","TIADA","1","L","04030","dun","null","MNG","2018-04-28T12:56:35.017Z","3","9545","1265","288"
"1979","USTAZ IMRAN","PENIAGA","2","L","13402","dun","null","KLH","2018-04-28T12:48:47.687Z","2","1501","2864","116"
"1835","PALANIAPPAN A/L MARIMUTHU","TIADA","20","L","01222","dun","017","HD","2018-04-28T12:17:42.910Z","4","167","4207","414"
"1890","DATUK MASIUNG BANAH","PENIAGA","1","L","18747","dun","null","MNG","2018-04-28T14:40:23.963Z","1","8042","4121","408"
"2164","MOHD FARHAN BIN YUSRI","","2","L","05236","dun","null","HD","2018-04-28T13:07:33.820Z","2","1670","10716","150"
"2062","USTAZ ZAHID IBRAHIM ","TIADA ","2","L","00200","parlimen","null","KLH","2018-04-28T13:14:32.383Z","3","8465","5603","806"
"2124","DATO' SRI HAJI SHAFIK FAUZAN BIN SHARIF","TIADA","1","L","08316","dun","null","MNG","2018-04-28T13:40:02.353Z","3","5568","2165","225"
"1822","SUHAIMI HARUN","TIADA","2","L","13924","dun","null","KLH","2018-04-28T12:49:24.993Z","3","2762","1345","227"
"2166","PROF. P.RAMASAMY","","37","L","04616","dun","null","MNG","2018-04-28T12:53:17.927Z","6","11243","9049","168"
"2175","TEOH UAT LYE","","97","L","04309","dun","null","HD","2018-04-28T12:50:58.627Z","1","51","6783","164"
"1984","DATUK DR. JEFFREY KITINGAN","PENIAGA","93","L","18032","dun","null","MNG","2018-04-28T14:39:42.200Z","3","6136","1037","118"
"2132","SITI ZALEHA S.W.IBRAHIM","BERNIAGA SENDIRI","94","P","16600","parlimen","null","HD","2018-04-28T12:14:56.177Z","2","925","1450","302"
"1971","CEASAR MANDELA MALAKUN","USAHAWAN","1","L","17400","parlimen","null","KLH","2018-04-28T14:45:55.757Z","3","8997","23473","417"
"1650","JONAS BIN SUNGIN @ SUNGGIM","BERNIAGA SENDIRI","94","L","17726","dun","null","KLH","2018-04-28T14:38:43.023Z","4","1749","3545","439"
"2172","LIEW YEE LIN","","1","P","07145","dun","null","KLH","2018-04-28T13:04:58.873Z","2","4970","20689","228"
"954","AHMAD FARID BIN AHMAD NORDIN","TIADA","37","L","08600","parlimen","null","KLH","2018-04-28T13:32:51.703Z","3","4360","3763","482"
"2173","ZAHRAN DATO' ABDULLAH (LAH PAK)","","37","L","01220","dun","null","KLH","2018-04-28T12:17:30.110Z","2","4493","5973","279"
"2169","JASPER OOI ZONG HAN","","41","L","04309","dun","null","HD","2018-04-28T12:50:58.627Z","5","36","6783","164"
"1742","CIKGU HASENAN HARON","","2","L","08600","parlimen","null","KLH","2018-04-28T13:32:51.703Z","1","12301","3763","482"
"2165","JUFAZLI SHI AHMAD","-","20","L","18646","dun","025","HD","2018-04-28T14:33:07.080Z","3","533","1816","196"
"1773","DATO' SRI DR HJ ISMAIL BIN HJ ABD MUTTALIB","","1","L","08600","parlimen","null","MNG","2018-04-28T13:32:51.703Z","2","16064","3763","482"
"2191","DATO HJ SALIM BIN HJ ABD MAJID","","37","L","08521","dun","null","HD","2018-04-28T12:18:36.110Z","1","2644","7182","403"
"1602","DATO' SRI HAJI ISMAIL BIN HAJI MOHAMED SAID","","1","L","08700","parlimen","null","MNG","2018-04-28T12:54:06.290Z","3","18058","2876","613"
"1870","USTAZ HAJI KAMAL BIN ASHAARI","","2","L","08700","parlimen","null","KLH","2018-04-28T12:54:06.290Z","2","15182","2876","613"
"1574","AMIRUDIN BIN YUSOF","AHLI POLITIK","1","L","13403","dun","null","MNG","2018-04-28T12:48:51.840Z","1","4704","1479","168"
"1896","MOHAMAD RAFIDEE","","37","L","08700","parlimen","null","KLH","2018-04-28T12:54:06.290Z","1","5071","2876","613"
"2126","DAYANG AEZZY BINTI LIMAN","BERNIAGA SENDIRI","94","P","17800","parlimen","null","HD","2018-04-28T15:09:43.577Z","3","1547","852","596"
"1526","HJ ANUAR TAHIR","","37","L","08800","parlimen","null","MNG","2018-04-28T13:28:31.777Z","5","23998","1904","865"
"1976","DATUK KOH CHIN HAN","","1","L","13924","dun","null","KLH","2018-04-28T12:49:24.993Z","2","5653","1345","227"
"1590","DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN","","1","L","08800","parlimen","null","KLH","2018-04-28T13:28:31.777Z","3","22094","1904","865"
"1713","HAJI MD JUSOH BIN DARUS","","2","L","08800","parlimen","null","KLH","2018-04-28T13:28:31.777Z","4","14734","1904","865"
"1726","YAHYA BIN HUSSIN","TIMBALAN KETUA MENTERI NEGERI SABAH","1","L","17318","dun","null","KLH","2018-04-28T15:45:14.800Z","1","6318","208","294"
"2141","UST . AZAMHARI","TIADA","2","L","00102","dun","null","KLH","2018-04-28T12:57:11.907Z","3","1523","416","128"
"1098","MOHD SOFIAN BIN ABD JALIL","","2","L","08624","dun","null","MNG","2018-04-28T13:33:02.443Z","1","4238","272","157"
"2195","DATO' SRI SH MOHMED PUZI","PESARA","1","L","08521","dun","null","MNG","2018-04-28T12:18:36.110Z","2","15433","7182","403"
"1186","PN.NURHIDAYAH SHAHAIMI","","1","P","08624","dun","null","KLH","2018-04-28T13:33:02.443Z","2","3966","272","157"
"1431","JOILIN @ CHRISTINE BINTI BUGUNG","BEKERJA SENDIRI","86","P","18441","dun","null","HD","2018-04-28T13:00:28.303Z","2","81","598","229"
"2105","AHMAD BIN LAHAMA","","82","L","19100","parlimen","null","HD","2018-04-28T14:23:25.240Z","4","311","3187","840"
"1268","ROSLI BIN AMIN","","37","L","08624","dun","null","KLH","2018-04-28T13:33:02.443Z","3","1582","272","157"
"1243","HAJI BOSTAMIN","AHLI PERNIAGAAN","37","L","08625","dun","null","KLH","2018-04-28T13:33:10.240Z","1","1299","2039","178"
"2168","USTAZ JUNID","TIADA","2","L","16600","parlimen","null","HD","2018-04-28T12:14:56.177Z","3","1555","1450","302"
"2204","ZAINUN BIN MAT NOOR","","1","L","06119","dun","null","MNG","2018-04-28T12:58:01.330Z","3","5546","2370","158"
"1028","FAZIL AZMI BIN NADZRI","USAHAWAN","2","L","08625","dun","null","KLH","2018-04-28T13:33:10.240Z","3","3502","2039","178"
"1700","DATO' SRI SHAHANIZA BT SHAMSUDDIN","","1","P","08625","dun","null","MNG","2018-04-28T13:33:10.240Z","2","5541","2039","178"
"1999","SATAIL BIN MANJUNGKAT","TIADA","2","L","16907","dun","null","HD","2018-04-28T14:39:30.970Z","4","129","3294","251"
"2200","USTAZ ABU KASSIM","","2","L","08521","dun","null","KLH","2018-04-28T12:18:36.110Z","3","8251","7182","403"
"1446","ZULIANA BINTI MOHAMED","","37","P","08626","dun","null","HD","2018-04-28T13:33:16.050Z","3","1035","514","199"
"1872","RAZALI BIN HAMZAH","BERNIAGA SENDIRI","94","L","19055","dun","null","HD","2018-04-28T14:00:02.230Z","1","233","174","252"
"1657","HAJI YUHAIZAD ABDULLAH","TIADA","37","L","13927","dun","null","KLH","2018-04-28T12:49:38.053Z","2","5160","130","149"
"1522","USTAZ MUJIBUR RAHMAN BIN ISHAK","","2","L","08626","dun","null","MNG","2018-04-28T13:33:16.050Z","1","6016","514","199"
"1685","CIKGU NOR HAIZAN @ CIKGU ENAB","","37","P","08936","dun","null","KLH","2018-04-28T12:27:32.033Z","3","3098","2312","158"
"2177","DATUK ZAHIDI BIN ZAINUL ABIDIN","TIADA","1","L","00100","parlimen","null","MNG","2018-04-28T13:34:22.873Z","2","15032","1438","780"
"1731","ZAHARIM BIN OSMAN","","2","L","08936","dun","null","KLH","2018-04-28T12:27:32.033Z","1","1817","2312","158"
"2080","DR. WONG FORT PIN","TIADA","37","L","13924","dun","null","MNG","2018-04-28T12:49:24.993Z","1","6998","1345","227"
"1669","DATO' ARIFIN BIN AWANG ISMAIL","","1","L","08626","dun","null","KLH","2018-04-28T13:33:16.050Z","2","5502","514","199"
"2083","MA'MUN BIN SULAIMAN","","91","L","19100","parlimen","null","MNG","2018-04-28T14:23:25.240Z","1","18486","3187","840"
"2106","MOHAMADDIN BIN KETAPI","","91","L","18800","parlimen","null","MNG","2018-04-28T14:37:54.157Z","2","23352","6401","1079"
"1550","FAIZAH BAHAROM","","37","P","08727","dun","null","KLH","2018-04-28T12:54:13.690Z","2","1622","1713","234"
"1938","MOHAMMAD MOHAMARIN","TIADA","91","L","16701","dun","null","MNG","2018-04-28T14:39:13.497Z","4","3613","379","279"
"2206","USTAZ WAN ABDILLAH ","TIADA","2","L","20100","parlimen","null","KLH","2018-04-28T12:04:56.323Z","2","3927","10277","403"
"359","LAWYER WAN","PEGUAM","37","L","02315","dun","null","HD","2018-04-28T12:52:20.640Z","2","1570","2123","325"
"1313","DATO' SRI HJ. MOHAMED BIN HJ. JAAFAR","","1","L","08727","dun","null","MNG","2018-04-28T12:54:13.690Z","3","4213","1713","234"
"1975","DATO' HJ. MOHD. ISMAIL BIN HJ. OTHMAN.","BERNIAGA","20","L","00809","dun","003","HD","2018-04-28T12:22:47.677Z","3","444","1285","446"
"1955","HAJI ABDULLAH BIN YUSOH","","2","L","08727","dun","null","KLH","2018-04-28T12:54:13.690Z","1","2500","1713","234"
"1368","USTAZ AIREROSHAIRI BIN ROSLAN","","2","L","08728","dun","null","KLH","2018-04-28T12:54:22.003Z","1","3321","1934","148"
"2065","ABDULLAH SANI BIN DAUD","TIADA","91","L","17010","dun","null","KLH","2018-04-28T15:11:12.820Z","2","5192","7774","341"
"2179","ARBAANI BIN AKUM","","81","L","19158","dun","null","HD","2018-04-28T15:13:49.647Z","4","193","2150","275"
"1493","USTAZ SYED IBRAHIM BIN SYED AHMAD","","1","L","08728","dun","null","MNG","2018-04-28T12:54:22.003Z","3","5255","1934","148"
"1417","CIKGU ADNAN @ CIKGU ALANG","","37","L","08728","dun","null","KLH","2018-04-28T12:54:22.003Z","2","1298","1934","148"
"1921","KAPT (B) ZAINUDDIN BIN NOH","","2","L","08520","dun","null","KLH","2018-04-28T12:16:34.497Z","1","5948","2334","309"
"2178","JAMARUDIN AHMAD","BEKERJA SENDIRI","2","L","13403","dun","null","KLH","2018-04-28T12:48:51.840Z","2","1187","1479","168"
"1820","DR HAMZAH JAAFFAR","","37","L","08008","dun","null","KLH","2018-04-28T12:40:52.010Z","3","2342","3832","210"
"1924","USTAZ  HAJI SHAHRIL AZMAN BIN ABD HALIM AL HAFIZ","","2","L","08729","dun","null","MNG","2018-04-28T12:54:26.940Z","1","10111","1813","230"
"2087","JUSTIN BIN ALIP","TIADA","91","L","18032","dun","null","HD","2018-04-28T14:39:42.200Z","1","1427","1037","118"
"1269","USTAZ ZAKUAN","","2","L","08109","dun","null","MNG","2018-04-28T12:41:04.060Z","2","5638","69","227"
"1305","NORDIN BIN SAMAT","","37","L","08109","dun","null","HD","2018-04-28T12:41:04.060Z","3","945","69","227"
"2153","HASAN BIN ABD RAHMAN","","1","L","13928","dun","null","MNG","2018-04-28T12:49:45.967Z","2","5088","1669","168"
"1841","HAJI JALANI LUDIN","","37","L","08729","dun","null","HD","2018-04-28T12:54:26.940Z","3","1722","1813","230"
"2135","MUSTAPHA SAKMUD","KERJA SENDIRI","37","L","16906","dun","null","KLH","2018-04-28T14:39:27.400Z","4","5478","2264","392"
"1778","DATO ALY","","1","P","08110","dun","null","KLH","2018-04-28T12:41:08.230Z","1","4395","1456","402"
"2209","AFIF SYAIROL BIN ABDUL RAHIM","","37","L","08522","dun","null","HD","2018-04-28T12:18:02.253Z","2","968","5720","329"
"2045","NORBIN BIN ALOH","","2","L","19100","parlimen","null","HD","2018-04-28T14:23:25.240Z","3","2813","3187","840"
"439","CIKGU BAKRI","PESARA","2","L","12708","dun","null","HD","2018-04-28T12:24:45.787Z","1","1512","6109","200"
"2158","SARIFUDDIN BIN HATA","","91","L","19158","dun","null","MNG","2018-04-28T15:13:49.647Z","5","7707","2150","275"
"1437","DR JAMALUDDIN HJ ABD RAHIM","","37","L","08111","dun","null","HD","2018-04-28T12:41:11.433Z","3","1973","587","295"
"1345","PROFESOR MADYA DR. KAMAROLZAMAN BIN MOHD JIDI","","20","L","13718","dun","004","HD","2018-04-28T12:20:14.620Z","4","79","1805","197"
"1246","IZAT BUKHARY ","TIADA","20","L","02109","dun","027","HD","2018-04-28T12:38:12.940Z","5","29","1445","267"
"2212","NAZHAR OTHMAN","TIADA","2","L","08522","dun","null","KLH","2018-04-28T12:18:02.253Z","3","2452","5720","329"
"1818","DATO' HAJI WAN SALMAN BIN HAJI WAN ISMAIL","","1","L","08729","dun","null","KLH","2018-04-28T12:54:26.940Z","2","8298","1813","230"
"436","S MUSLIADI SABTU","","37","L","12707","dun","null","KLH","2018-04-28T12:24:24.600Z","3","2302","1062","391"
"1429","WOO CHEE WAN ","","37","L","08830","dun","null","MNG","2018-04-28T13:28:40.207Z","4","10547","5829","250"
"2211","MOHAMAD RAZALI ITHNAIN","","37","L","08523","dun","null","HD","2018-04-28T12:17:24.513Z","1","1065","4622","232"
"1353","CHUAH BOON SEONG","","20","L","08830","dun","025","HD","2018-04-28T13:28:40.207Z","2","956","5829","250"
"2028","DATO' DR.IBRAHIM B. ALI","AHLI PERNIAGAAN","20","L","02211","dun","010","HD","2018-04-28T12:38:19.843Z","1","1479","2251","487"
"1926","RIZAN HJ ALI","USAHAWAN","37","L","04029","dun","null","HD","2018-04-28T12:56:30.323Z","2","1557","2164","217"
"1547","BANDASAN @ DIONISIUS DENNIS J TUNDING","TIADA","90","L","17420","dun","null","HD","2018-04-28T14:49:47.440Z","3","222","4442","202"
"2189","MOJILIP BIN BUMBURING @ WILFRED","BEKERJA SENDIRI","90","L","17009","dun","null","KLH","2018-04-28T15:11:25.027Z","3","2541","2080","228"
"1219","DATO' WONG TAT CHEE","","1","L","08830","dun","null","KLH","2018-04-28T13:28:40.207Z","3","4548","5829","250"
"1116","ABIRERAH AWANG CHIK ","","2","L","08830","dun","null","KLH","2018-04-28T13:28:40.207Z","1","4718","5829","250"
"1585","SAARI BIN SUNGIB","","37","L","09818","dun","null","MNG","2018-04-28T13:05:29.317Z","3","25746","15349","239"
"2127","ABDUL GHAPUR SALLEH","","1","L","19100","parlimen","null","KLH","2018-04-28T14:23:25.240Z","2","15299","3187","840"
"1865","DATO' DR. IBRAHIM BIN ALI","AHLI PERNIAGAAN","20","L","02200","parlimen","010","HD","2018-04-28T12:37:26.100Z","4","5373","13075","1232"
"2156","CIKGU ARSHAD","TIADA","2","L","13404","dun","null","KLH","2018-04-28T12:48:56.350Z","2","1163","627","83"
"1249","HAJI ABAS AWANG","","37","L","08831","dun","null","KLH","2018-04-28T13:28:48.837Z","1","5099","3725","428"
"2217","USTAZ SAQIF ANSORULLAH","","37","L","05812","dun","null","KLH","2018-04-28T12:17:33.910Z","2","4016","97","232"
"2043","EMRANSYAH BIN ISMAIL","BERNIAGA","2","L","13507","dun","null","KLH","2018-04-28T12:49:02.670Z","2","1865","307","200"
"1817","NGA KOR MING","","37","L","07600","parlimen","null","MNG","2018-04-28T12:10:12.493Z","1","29170","11179","742"
"1281","HASAN BIN OMAR","","2","L","08831","dun","null","KLH","2018-04-28T13:28:48.837Z","4","4836","3725","428"
"590","Ir.SUHARTO BIN MAT NASIR","BERNIAGA","20","L","02212","dun","010","HD","2018-04-28T12:38:23.040Z","3","826","4598","380"
"1893","FEDDRIN TULIANG","PETANI","93","L","17931","dun","null","KLH","2018-04-28T15:07:26.627Z","5","1870","2066","234"
"1397","DATO' SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN","","1","L","08831","dun","null","MNG","2018-04-28T13:28:48.837Z","2","8824","3725","428"
"440","TEO KOK SEONG","","37","L","12708","dun","null","MNG","2018-04-28T12:24:45.787Z","2","10094","6109","200"
"1659","CHE DAUD BIN CHE MAN","BERNIAGA","20","L","02213","dun","010","HD","2018-04-28T12:38:28.360Z","1","512","6100","318"
"1586","HJ HANAFIAH MAT","BEKAS ADUN","2","L","04031","dun","null","MNG","2018-04-28T12:56:39.453Z","1","12428","4881","228"
"1655","HASSANUDDIN SALIM","","2","L","08832","dun","null","KLH","2018-04-28T13:28:54.503Z","3","7406","474","246"
"1855","JAUJAN BIN SAMBAKONG","","91","L","18952","dun","null","MNG","2018-04-28T14:53:59.337Z","1","7116","4926","324"
"1503","YOUNG SYEFURA BINTI OTHMAN","","37","P","08934","dun","null","MNG","2018-04-28T12:27:03.943Z","1","9873","3710","236"
"1158","DATO' NOR AZMI BIN MAT LUDIN","","1","L","08832","dun","null","MNG","2018-04-28T13:28:54.503Z","2","7880","474","246"
"1832","SYED HAMID B SYED MOHAMED","","37","L","08832","dun","null","KLH","2018-04-28T13:28:54.503Z","1","6095","474","246"
"2092","MUSTAQIM BIN ALING","TIADA","2","L","16906","dun","null","HD","2018-04-28T14:39:27.400Z","2","521","2264","392"
"2222","ADZMIN BIN AWANG","TIADA","2","L","16908","dun","null","HD","2018-04-28T15:16:38.777Z","4","355","1225","356"
"1651","CIKGU RAZAK IBRAHIM","PESARA GURU","2","L","04032","dun","null","MNG","2018-04-28T12:56:44.797Z","2","12985","746","407"
"2107","ARIFIN BIN HARITH","BERNIAGA SENDIRI","94","L","17010","dun","null","HD","2018-04-28T15:11:12.820Z","3","467","7774","341"
"2138","ASRI SHAIK ABDUL AZIZ","TIADA","2","L","13405","dun","null","KLH","2018-04-28T12:48:58.380Z","1","1111","740","161"
"1777","IR SAIFUL AZMI","BERNIAGA","2","L","04029","dun","null","MNG","2018-04-28T12:56:30.323Z","3","9645","2164","217"
"1959","MAT JAILI SAMAT","TIADA","82","L","17931","dun","null","HD","2018-04-28T15:07:26.627Z","4","104","2066","234"
"2048","HJ. AZMI BIN HJ. SAMBUL","BERNIAGA","2","L","13401","dun","null","HD","2018-04-28T12:48:43.933Z","3","941","1372","126"
"1765","USTAZ ROSLAN MD ESA","","2","L","08934","dun","null","KLH","2018-04-28T12:27:03.943Z","3","3260","3710","236"
"1632","THOMAS TSEN","KONTRAKTOR","90","L","16702","dun","null","HD","2018-04-28T14:39:15.617Z","1","481","2992","345"
"2223","ALBERT CHANG CHUN CHEUN","","1","L","07146","dun","null","KLH","2018-04-28T13:05:57.100Z","1","6156","4390","321"
"2081","LEE CHONG LENG, SHAUN","AKAUNTAN BERTAULIAH","1","L","13822","dun","null","KLH","2018-04-28T12:54:08.257Z","2","2725","11313","122"
"1869","TAN SIM BEE","","97","P","05000","parlimen","null","HD","2018-04-28T12:59:48.463Z","3","437","38171","720"
"2093","USTAZ NASIR OTHMAN","BEKERJA SENDIRI","2","L","13400","parlimen","null","HD","2018-04-28T12:48:20.540Z","2","4688","8159","636"
"1733","NIZAM BIN DATUK ABU BAKAR TITINGAN","SETIAUSAHA POLITIK","1","L","19056","dun","null","MNG","2018-04-28T14:22:09.540Z","4","7243","1787","290"
"1124","CHONG PIT FAH","PENIAGA","93","L","17419","dun","null","HD","2018-04-28T14:49:41.747Z","2","1318","13250","276"
"2226","MUHAMMAD JAILANI BIN KHAMIS","-","37","L","13506","dun","null","MNG","2018-04-28T12:49:00.210Z","1","6773","1814","204"
"2131","KOH NAI KWONG","PEGUAM","1","L","13508","dun","null","KLH","2018-04-28T12:49:06.503Z","1","4214","1336","145"
"2196","ZAKARIA BIN HASAN","TIADA","20","L","02314","dun","022","HD","2018-04-28T12:50:06.450Z","2","25","2657","249"
"1909","LUKIA BINTI INDAN","KERJA SENDIRI","37","P","16907","dun","null","KLH","2018-04-28T14:39:30.970Z","3","3567","3294","251"
"2128","DATUK ABDUL RAZAK BIN ABDUL RAHMAN","SETIAUSAHA POLITIK MENTERI","1","L","13823","dun","null","KLH","2018-04-28T12:54:19.960Z","1","6406","1288","166"
"2242","ISMAIL","","37","L","05811","dun","null","KLH","2018-04-28T13:22:09.833Z","3","3520","1903","258"
"2231","MATBALI MUSAH","AHLI PERNIAGAAN","1","L","17827","dun","null","MNG","2018-04-28T15:11:21.010Z","1","6836","2935","286"
"1473","ABD KADIR BIN SAINUDIN","","20","L","08500","parlimen","021","HD","2018-04-28T12:15:33.693Z","3","103","24859","1393"
"1064","T. KARUNANEETHI","","20","L","08935","dun","019","HD","2018-04-28T12:27:07.580Z","3","145","495","166"
"2170","NORSAH BONGSU","PERUNDING PELABURAN","2","P","18500","parlimen","null","HD","2018-04-28T12:57:28.760Z","4","948","4619","655"
"362","SYAM GHAZ","TIADA","37","L","02316","dun","null","HD","2018-04-28T12:59:24.820Z","3","1082","348","214"
"2024","LOW CHEE LEONG","AHLI POLITIK","37","L","13820","dun","null","MNG","2018-04-28T12:49:21.810Z","1","20181","16173","201"
"1538","MUNIRAH MAJILIS","TIADA","91","P","16900","parlimen","null","MNG","2018-04-28T14:37:16.497Z","4","23429","4262","1173"
"1803","CHRISTINA LIEW","PEGUAM","37","P","19000","parlimen","null","MNG","2018-04-28T14:22:03.303Z","4","21400","4727","981"
"2221","ASMAT BIN JAPAR","BERNIAGA","94","L","17827","dun","null","HD","2018-04-28T15:11:21.010Z","2","1331","2935","286"
"2186","NG CHOON KOON","PEGUAM","1","L","13819","dun","null","KLH","2018-04-28T12:49:18.177Z","2","8268","14612","380"
"1505","MARY YAP KAIN CHING","TIMBALAN MENTERI PENDIDIKAN TINGGI","1","P","19000","parlimen","null","KLH","2018-04-28T14:22:03.303Z","1","16673","4727","981"
"2159","LEE KIAT LEE","PEGUAM","1","L","13821","dun","null","KLH","2018-04-28T12:50:35.470Z","1","4747","2895","155"
"2193","LINDA TSEN THAU LIN","TIADA","1","P","18500","parlimen","null","KLH","2018-04-28T12:57:28.760Z","1","8357","4619","655"
"332","AKBAR","AHLI PERNIAGAAN","1","L","02316","dun","null","KLH","2018-04-28T12:59:24.820Z","1","6786","348","214"
"2254","MOHD FAIRUZ","SWASTA","2","L","12707","dun","null","HD","2018-04-28T12:24:24.600Z","2","785","1062","391"
"2252","DATO HJH RUSNAH KASSIM","","1","P","07759","dun","null","KLH","2018-04-28T12:31:40.727Z","2","9361","409","412"
"1653","ABDUL SALIP BIN EJAL","","91","L","19056","dun","null","KLH","2018-04-28T14:22:09.540Z","1","5456","1787","290"
"1306","DATUK MASIDI MANJUN","MENTERI KABINET NEGERI SABAH","1","L","17930","dun","null","MNG","2018-04-28T15:01:35.673Z","1","6849","3782","155"
"2220","LIEW VUI KEONG","PEGUAM","91","L","18500","parlimen","null","MNG","2018-04-28T12:57:28.760Z","2","12976","4619","655"
"2208","MD SAMLIH BIN JUAISIN","TIADA","91","L","17827","dun","null","KLH","2018-04-28T15:11:21.010Z","3","3901","2935","286"
"190","ABD RASUL","TIADA","2","L","02316","dun","null","MNG","2018-04-28T12:59:24.820Z","2","7134","348","214"
"1489","ISMAIL SABRI YAAKOB","MENTERI KEMAJUAN LUAR BANDAR DAN WILAYAH MALAYSIA","1","L","09000","parlimen","null","MNG","2018-04-28T12:26:47.530Z","3","20760","2311","767"
"1696","NOROL AZALI BIN SULAIMAN","","1","L","09037","dun","null","MNG","2018-04-28T12:27:35.840Z","3","8147","3295","269"
"1611","JENIFER LASIMBANG","KONSULTAN","91","P","17420","dun","null","MNG","2018-04-28T14:49:47.440Z","2","9745","4442","202"
"2238","HAMZAH ABDULLAH","PENIAGA","81","L","18500","parlimen","null","HD","2018-04-28T12:57:28.760Z","3","980","4619","655"
"1254","MURUGIAH SUBRAMANIAM","","20","L","06324","dun","017","HD","2018-04-28T12:24:47.480Z","3","217","3713","859"
"1396","TAN TIN LOON","","1","L","09038","dun","null","KLH","2018-04-28T12:27:39.897Z","2","4768","6454","369"
"1988","ANDI RUS DIANA BT ANDI PALADJARENG","","91","P","19055","dun","null","KLH","2018-04-28T14:00:02.230Z","5","4713","174","252"
"1732","MOHD FADIL BIN OSMAN","","1","L","09039","dun","null","MNG","2018-04-28T12:27:43.017Z","3","8430","4618","387"
"183","USTAZ MAT","TIADA","2","L","02315","dun","null","MNG","2018-04-28T12:52:20.640Z","3","8632","2123","325"
"1247","BOB MANOLAN","TIADA","37","L","09039","dun","null","KLH","2018-04-28T12:27:43.017Z","1","3812","4618","387"
"2230","HJ AHMAD DULLAH","","2","L","19158","dun","null","HD","2018-04-28T15:13:49.647Z","1","1209","2150","275"
"434","SURASH A/L SREENIVASAN","PERNIAGAAN","20","L","12707","dun","029","KLH","2018-04-28T12:24:24.600Z","4","2640","1062","391"
"321","CIKGU LI","PESARA","1","L","02315","dun","null","KLH","2018-04-28T12:52:20.640Z","1","6509","2123","325"
"2260","USTAZAH ROHAYA BINTI BAKAR","","2","P","05800","parlimen","null","KLH","2018-04-28T13:22:26.790Z","3","17048","172","865"
"2076","RAYMOND TAN SHU KIAH","TIADA","1","L","18646","dun","null","KLH","2018-04-28T14:33:07.080Z","1","4002","1816","196"
"2057","JOSEPH PAIRIN KITINGAN","TIM. KETUA MENTERI/MENTERI PEMBANGUNAN INFRASTRUKTUR, SABAH","1","L","18032","dun","null","KLH","2018-04-28T14:39:42.200Z","4","5099","1037","118"
"2066","SAID TIBLAN","","82","L","18954","dun","null","HD","2018-04-28T14:53:41.220Z","1","57","7851","381"
"2194","RICHARD JOE JIMMY","PESARA","93","L","18200","parlimen","null","HD","2018-04-28T15:05:13.430Z","1","2839","2314","528"
"2145","HAFEZ MUSA","AHLI PERNIAGAAN","1","L","17800","parlimen","null","MNG","2018-04-28T15:09:43.577Z","1","12038","852","596"
"1950","AMBOASE BIN RAMANO","PENIAGA","2","L","19055","dun","null","HD","2018-04-28T14:00:02.230Z","2","428","174","252"
"771","DIVA AA","PENERBIT PENGACARA HIBURAN","20","L","09919","dun","017","HD","2018-04-28T12:28:11.647Z","2","90","25512","268"
"2250","JASMIN BIN DULIN","USAHAWAN","93","L","17009","dun","null","HD","2018-04-28T15:11:25.027Z","4","901","2080","228"
"1631","DR. S. VIGNES","AHLI PERNIAGAAN","20","L","10532","dun","017","HD","2018-04-28T12:35:32.703Z","2","217","19372","411"
"1187","LEONG YUN FUI","","86","L","19057","dun","null","HD","2018-04-28T14:20:18.220Z","3","154","9383","285"
"2270","KASTHURIRAANI PATTO","","37","P","04600","parlimen","null","MNG","2018-04-28T12:46:04.260Z","4","42683","33553","675"
"1139","JAKE NOINTIN","TIADA","91","L","18000","parlimen","null","KLH","2018-04-28T15:01:08.360Z","6","13241","45","522"
"1972","BENZIN","","20","L","08419","dun","012","HD","2018-04-28T12:27:58.690Z","4","42","135","255"
"13","KUMAR A/L S. PARAMASIVAM","NGO","20","L","09400","parlimen","025","HD","2018-04-28T12:32:51.903Z","1","426","13391","1310"
